sample_id,class_id,class_name,instance_id,object_pixels,selected_total,interior_positive,boundary_positive,interior_region_pixels,boundary_region_pixels
bremen_000217_000019,1,person,24015,3888,100,70,30,2721,1167
bremen_000217_000019,1,person,25000,133,100,70,30,93,40
bremen_000217_000019,1,person,25001,9439,100,70,30,6607,2832
bremen_000217_000019,2,car,26000,129,100,70,30,90,39
bremen_000217_000019,2,car,26001,135478,100,70,30,94834,40644
bremen_000217_000019,2,car,26002,619,100,70,30,433,186
bremen_000217_000019,2,car,26003,2036,100,70,30,1425,611
bremen_000217_000019,3,motorcycle,32000,22140,100,70,30,15498,6642
tubingen_000056_000019,1,person,24000,474,100,70,30,331,143
tubingen_000056_000019,1,person,24001,230,100,70,30,161,69
tubingen_000056_000019,1,person,24002,680,100,70,30,476,204
tubingen_000056_000019,1,person,24003,498,100,70,30,348,150
tubingen_000056_000019,1,person,24004,413,100,70,30,289,124
tubingen_000056_000019,1,person,24005,1314,100,70,30,919,395
tubingen_000056_000019,1,person,24006,1069,100,70,30,748,321
tubingen_000056_000019,1,person,24007,22395,100,70,30,15676,6719
tubingen_000056_000019,1,person,24008,324,100,70,30,226,98
tubingen_000056_000019,1,person,24009,179,100,70,30,125,54
tubingen_000056_000019,1,person,24010,1192,100,70,30,834,358
tubingen_000056_000019,1,person,24011,5153,100,70,30,3607,1546
tubingen_000056_000019,1,person,24012,4009,100,70,30,2806,1203
tubingen_000056_000019,1,person,24013,6994,100,70,30,4895,2099
tubingen_000056_000019,2,car,26000,9428,100,70,30,6599,2829
tubingen_000056_000019,2,car,26001,21518,100,70,30,15062,6456
tubingen_000056_000019,2,car,26002,1255,100,70,30,878,377
tubingen_000056_000019,2,car,26003,7345,100,70,30,5141,2204
tubingen_000056_000019,2,car,26004,98289,100,70,30,68802,29487
tubingen_000056_000019,3,motorcycle,32000,11450,100,70,30,8015,3435
strasbourg_000000_013223,1,person,24000,38,38,27,11,27,11
strasbourg_000000_013223,1,person,24001,695,100,70,30,486,209
strasbourg_000000_013223,1,person,24002,448,100,70,30,313,135
strasbourg_000000_013223,1,person,24003,679,100,70,30,475,204
strasbourg_000000_013223,1,person,24004,98,98,69,29,69,29
strasbourg_000000_013223,1,person,24005,216,100,70,30,151,65
strasbourg_000000_013223,1,person,24006,89,89,62,27,62,27
strasbourg_000000_013223,1,person,24007,3766,100,70,30,2636,1130
strasbourg_000000_013223,1,person,24008,12814,100,70,30,8969,3845
strasbourg_000000_013223,1,person,25000,164,100,70,30,114,50
strasbourg_000000_013223,2,car,26000,241,100,70,30,168,73
strasbourg_000000_013223,2,car,26001,16017,100,70,30,11211,4806
strasbourg_000000_013223,2,car,26002,54806,100,70,30,38364,16442
strasbourg_000000_013223,2,car,26003,1547,100,70,30,1082,465
strasbourg_000000_013223,2,car,26004,1423,100,70,30,996,427
strasbourg_000000_013223,2,car,26005,849,100,70,30,594,255
strasbourg_000000_013223,2,car,26006,276,100,70,30,193,83
strasbourg_000000_013223,2,car,26007,339,100,70,30,237,102
strasbourg_000000_013223,2,car,26008,1140,100,70,30,798,342
strasbourg_000000_013223,2,car,26009,598,100,70,30,418,180
strasbourg_000000_013223,2,car,26010,1199,100,70,30,839,360
strasbourg_000000_013223,2,car,26011,260,100,70,30,182,78
strasbourg_000000_013223,2,car,26012,450,100,70,30,315,135
strasbourg_000000_013223,2,car,26013,3790,100,70,30,2653,1137
strasbourg_000000_013223,2,car,26014,5916,100,70,30,4141,1775
strasbourg_000000_013223,2,car,26015,7442,100,70,30,5209,2233
strasbourg_000000_013223,3,motorcycle,32000,554,100,70,30,387,167
strasbourg_000000_013223,3,motorcycle,32001,7650,100,70,30,5355,2295
strasbourg_000001_024152,1,person,24000,1509,100,70,30,1056,453
strasbourg_000001_024152,1,person,25000,3106,100,70,30,2174,932
strasbourg_000001_024152,1,person,25001,6225,100,70,30,4357,1868
strasbourg_000001_024152,2,car,26000,2748,100,70,30,1923,825
strasbourg_000001_024152,2,car,26001,1041,100,70,30,728,313
strasbourg_000001_024152,2,car,26002,513,100,70,30,359,154
strasbourg_000001_024152,2,car,26003,1632,100,70,30,1142,490
strasbourg_000001_024152,2,car,26004,4415,100,70,30,3090,1325
strasbourg_000001_024152,2,car,26005,11501,100,70,30,8050,3451
strasbourg_000001_024152,2,car,26006,781,100,70,30,546,235
strasbourg_000001_024152,2,car,26007,5148,100,70,30,3603,1545
strasbourg_000001_024152,2,car,26008,40772,100,70,30,28540,12232
strasbourg_000001_024152,3,motorcycle,32000,9193,100,70,30,6435,2758
zurich_000014_000019,1,person,24000,3930,100,70,30,2751,1179
zurich_000014_000019,1,person,24001,3738,100,70,30,2616,1122
zurich_000014_000019,1,person,24002,3469,100,70,30,2428,1041
zurich_000014_000019,1,person,24003,1855,100,70,30,1298,557
zurich_000014_000019,1,person,24004,346,100,70,30,242,104
zurich_000014_000019,1,person,24005,2216,100,70,30,1551,665
zurich_000014_000019,1,person,25000,1233,100,70,30,863,370
zurich_000014_000019,1,person,25001,11691,100,70,30,8183,3508
zurich_000014_000019,2,car,26000,2776,100,70,30,1943,833
zurich_000014_000019,2,car,26001,5014,100,70,30,3509,1505
zurich_000014_000019,2,car,26002,46196,100,70,30,32337,13859
zurich_000014_000019,3,motorcycle,32000,5556,100,70,30,3889,1667
