split,city,sample_id,image_path,label_path,instance_path,person_pixels,car_pixels,motorcycle_pixels,person_instances,car_instances,motorcycle_instances,has_all_three,passes_minimum,passes_ratio,selection_tier,selection_tier_name,person_ratio,car_ratio,motorcycle_ratio,total_target_pixels,balance_error,balance_score,quantity_score,instance_score,total_area_score,motorcycle_ratio_score,score
train,tubingen,tubingen_000054_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\tubingen\tubingen_000054_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000054_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000054_000019_gtFine_instanceIds.png",65823,130436,2622,17,8,2,True,False,False,3,Tier 3 - All classes present,0.3309667590166984,0.6558494778284502,0.013183763154851393,198881,0.1868162368451486,0.8131837631548514,0.64004556967191,1.0,1.0,0.06591881577425696,77.05831169522264
train,strasbourg,strasbourg_000000_029281,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000000_029281_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_029281_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_029281_gtFine_instanceIds.png",70541,20893,27222,36,2,1,True,False,False,3,Tier 3 - All classes present,0.5945000674217907,0.17608043419633226,0.22941949838187703,118656,0.32391956580366776,0.6760804341963322,0.8863934057833031,0.5503212081491045,1.0,1.0,76.88983766358895
val,frankfurt,frankfurt_000001_032556,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_032556_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_032556_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_032556_gtFine_instanceIds.png",18749,23494,2307,17,14,3,True,False,False,3,Tier 3 - All classes present,0.4208529741863075,0.5273625140291807,0.05178451178451179,44550,0.1482154882154882,0.8517845117845118,0.5653201099328297,1.0,0.891,0.25892255892255894,76.23559656397816
train,bremen,bremen_000053_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\bremen\bremen_000053_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000053_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000053_000019_gtFine_instanceIds.png",77569,35562,11419,19,1,1,True,False,False,3,Tier 3 - All classes present,0.6227940586109996,0.2855238859895624,0.09168205539943798,124550,0.3227940586109996,0.6772059413890004,1.0,0.43679023236814946,1.0,0.4584102769971899,75.9321425260682
train,erfurt,erfurt_000108_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\erfurt\erfurt_000108_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\erfurt\erfurt_000108_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\erfurt\erfurt_000108_000019_gtFine_instanceIds.png",7962,350641,39459,3,15,1,True,False,False,3,Tier 3 - All classes present,0.02000190925031779,0.8808703166843356,0.0991277740653466,398062,0.3808703166843356,0.6191296833156644,0.9268455968566643,0.7211247851537042,1.0,0.495638870326733,75.86562136726573
train,stuttgart,stuttgart_000016_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\stuttgart\stuttgart_000016_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000016_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000016_000019_gtFine_instanceIds.png",17064,17114,4716,5,5,1,True,False,False,3,Tier 3 - All classes present,0.43873090965187433,0.4400164549802026,0.12125263536792308,38894,0.13873090965187435,0.8612690903481257,0.6455571413500897,0.7469007910928608,0.77788,0.6062631768396154,75.8311056050187
train,aachen,aachen_000042_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000042_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000042_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000042_000019_gtFine_instanceIds.png",61177,15876,58235,21,5,1,True,False,False,3,Tier 3 - All classes present,0.4521982733132281,0.11734965407131454,0.43045207261545737,135288,0.3826503459286854,0.6173496540713146,0.8088598499327552,0.7469007910928608,1.0,1.0,75.16329352722815
train,darmstadt,darmstadt_000084_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\darmstadt\darmstadt_000084_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\darmstadt\darmstadt_000084_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\darmstadt\darmstadt_000084_000019_gtFine_instanceIds.png",3984,12616,9292,4,15,2,True,False,False,3,Tier 3 - All classes present,0.15386992121118492,0.4872547505020856,0.35887532828672947,25892,0.15887532828672946,0.8411246717132705,0.5379513298979034,1.0,0.51784,1.0,74.96192676546794
train,hamburg,hamburg_000000_006192,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_006192_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_006192_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_006192_gtFine_instanceIds.png",8091,24482,5681,1,11,1,True,False,True,3,Tier 3 - All classes present,0.21150729335494328,0.6399853610079992,0.14850734563705756,38254,0.1399853610079992,0.8600146389920008,0.7211919599540071,0.5,0.76508,0.7425367281852877,74.89982799922669
val,munster,munster_000094_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\munster\munster_000094_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000094_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000094_000019_gtFine_instanceIds.png",6671,95297,8958,8,24,1,True,False,False,3,Tier 3 - All classes present,0.0601391918936949,0.8591042677100049,0.08075654039630023,110926,0.35910426771000487,0.6408957322899951,0.8423010322412064,0.7937005259840998,1.0,0.4037827019815011,74.82928165850501
train,weimar,weimar_000072_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\weimar\weimar_000072_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\weimar\weimar_000072_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\weimar\weimar_000072_000019_gtFine_instanceIds.png",5015,15769,5575,5,4,2,True,False,True,3,Tier 3 - All classes present,0.19025759702568382,0.5982396904283167,0.21150271254599948,26359,0.10974240297431617,0.8902575970256839,0.5277151582673731,0.8735804647362989,0.52718,1.0,74.81726560009304
val,frankfurt,frankfurt_000001_020287,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_020287_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_020287_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_020287_gtFine_instanceIds.png",13247,28135,2472,6,15,1,True,False,True,3,Tier 3 - All classes present,0.30207050668126056,0.6415606330095316,0.056368860309207826,43854,0.14363113969079216,0.8563688603092079,0.614315363888621,0.7937005259840998,0.87708,0.2818443015460391,74.76974472651864
train,stuttgart,stuttgart_000089_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\stuttgart\stuttgart_000089_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000089_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000089_000019_gtFine_instanceIds.png",1922,113051,50984,3,12,2,True,False,False,3,Tier 3 - All classes present,0.011581313231740753,0.6812065776074525,0.3072121091608067,165957,0.2884186867682592,0.7115813132317408,0.5771000710505758,0.9085602964160698,1.0,1.0,74.40465910702795
train,strasbourg,strasbourg_000000_017450,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000000_017450_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_017450_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_017450_gtFine_instanceIds.png",16136,29088,2216,9,7,1,True,False,False,3,Tier 3 - All classes present,0.3401349072512648,0.6131534569983137,0.04671163575042159,47440,0.15328836424957845,0.8467116357504215,0.5989457040741419,0.7937005259840998,0.9488,0.23355817875210794,74.39813533576316
train,hanover,hanover_000000_001620,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_001620_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_001620_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_001620_gtFine_instanceIds.png",15672,379732,41119,1,4,1,True,False,False,3,Tier 3 - All classes present,0.03590188833119904,0.8699014714001324,0.09419664026866854,436523,0.3699014714001324,0.6300985285998676,1.0,0.43679023236814946,1.0,0.4709832013433427,74.11071063623366
train,cologne,cologne_000021_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\cologne\cologne_000021_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\cologne\cologne_000021_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\cologne\cologne_000021_000019_gtFine_instanceIds.png",63179,21016,115612,6,1,2,True,False,False,3,Tier 3 - All classes present,0.31620013312846895,0.10518150014764248,0.5786183667238886,199807,0.3948184998523575,0.6051815001476425,0.8881294439261473,0.5503212081491045,1.0,1.0,74.10596144592668
train,bochum,bochum_000000_014803,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\bochum\bochum_000000_014803_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bochum\bochum_000000_014803_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bochum\bochum_000000_014803_gtFine_instanceIds.png",6943,186656,10728,9,8,1,True,False,False,3,Tier 3 - All classes present,0.03397984603111679,0.9135160796174759,0.052504074351407304,204327,0.4135160796174759,0.5864839203825241,0.8854874053440885,0.7937005259840998,1.0,0.2625203717570365,73.24208872417029
val,frankfurt,frankfurt_000000_005898,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000000_005898_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000000_005898_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000000_005898_gtFine_instanceIds.png",7369,50958,4871,5,6,1,True,False,False,3,Tier 3 - All classes present,0.11660179119592393,0.8063229849045855,0.0770752238994905,63198,0.3063229849045856,0.6936770150954144,0.710682402828415,0.7937005259840998,1.0,0.38537611949745243,72.89994117591777
train,stuttgart,stuttgart_000097_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\stuttgart\stuttgart_000097_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000097_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000097_000019_gtFine_instanceIds.png",8530,59266,5722,2,9,1,True,False,False,3,Tier 3 - All classes present,0.11602600723632307,0.8061427133491118,0.07783127941456514,73518,0.3061427133491118,0.6938572866508882,0.7873460049937606,0.6299605249474366,1.0,0.3891563970728257,72.76986147542401
train,ulm,ulm_000017_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\ulm\ulm_000017_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\ulm\ulm_000017_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\ulm\ulm_000017_000019_gtFine_instanceIds.png",3007,16965,11768,3,5,2,True,False,False,3,Tier 3 - All classes present,0.09473850031505986,0.5344990548204159,0.37076244486452425,31740,0.20526149968494015,0.7947385003150599,0.5540156238127003,0.8549879733383485,0.6348,1.0,72.58282832705864
train,zurich,zurich_000005_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\zurich\zurich_000005_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000005_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000005_000019_gtFine_instanceIds.png",8727,298987,9013,5,12,1,True,False,False,3,Tier 3 - All classes present,0.02755369766391877,0.9439896188199932,0.02845668351608799,316727,0.4439896188199932,0.5560103811800068,0.9230915646662623,0.7937005259840998,1.0,0.14228341758043994,72.55008716485183
train,cologne,cologne_000068_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\cologne\cologne_000068_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\cologne\cologne_000068_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\cologne\cologne_000068_000019_gtFine_instanceIds.png",45290,72900,1968,21,10,1,True,False,False,3,Tier 3 - All classes present,0.37692038815559514,0.6067011767839012,0.01637843506050367,120158,0.18362156493949636,0.8163784350605037,0.5816678115190898,0.7937005259840998,1.0,0.08189217530251836,72.42014051426692
train,strasbourg,strasbourg_000001_042869,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000001_042869_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_042869_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_042869_gtFine_instanceIds.png",9015,67997,4563,4,9,1,True,False,False,3,Tier 3 - All classes present,0.11051179895801409,0.8335519460619062,0.05593625498007968,81575,0.33355194606190625,0.6664480539380937,0.7437130462066992,0.7937005259840998,1.0,0.2796812749003984,72.2732278079882
train,stuttgart,stuttgart_000188_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\stuttgart\stuttgart_000188_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000188_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000188_000019_gtFine_instanceIds.png",15123,15663,83740,17,5,4,True,False,False,3,Tier 3 - All classes present,0.1320486177811152,0.1367637043116847,0.7311876779072001,114526,0.5311876779072,0.4688123220928,0.8052262008515839,0.9410360288810286,1.0,1.0,72.02481934247494
train,ulm,ulm_000059_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\ulm\ulm_000059_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\ulm\ulm_000059_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\ulm\ulm_000059_000019_gtFine_instanceIds.png",9608,302589,19129,1,12,1,True,False,False,3,Tier 3 - All classes present,0.02899862974834453,0.9132666920193405,0.057734678232315,331326,0.4132666920193405,0.5867333079806595,0.986758777213566,0.5,1.0,0.288673391161575,72.01546259144122
train,krefeld,krefeld_000000_034389,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\krefeld\krefeld_000000_034389_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\krefeld\krefeld_000000_034389_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\krefeld\krefeld_000000_034389_gtFine_instanceIds.png",16932,9125,5919,5,4,2,True,False,False,3,Tier 3 - All classes present,0.5295221416062047,0.2853702777082812,0.18510758068551414,31976,0.22952214160620468,0.7704778583937953,0.5646595176245502,0.8735804647362989,0.63952,0.9255379034275707,71.88549635267066
train,bremen,bremen_000210_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\bremen\bremen_000210_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000210_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000210_000019_gtFine_instanceIds.png",5371,187400,8475,9,10,2,True,False,False,3,Tier 3 - All classes present,0.026688729216978225,0.9311986325194042,0.04211263826361766,201246,0.43119863251940416,0.5688013674805958,0.7692454800391808,1.0,1.0,0.21056319131808832,71.8822350569897
train,aachen,aachen_000039_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000039_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000039_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000039_000019_gtFine_instanceIds.png",9233,338267,11641,2,3,2,True,False,False,3,Tier 3 - All classes present,0.02570856571652916,0.9418779810715011,0.03241345321196967,359141,0.4418779810715011,0.5581220189284989,0.9737503165298174,0.6299605249474366,1.0,0.16206726605984836,71.79713445754527
train,hamburg,hamburg_000000_019760,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_019760_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_019760_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_019760_gtFine_instanceIds.png",30434,97577,2622,14,17,1,True,False,False,3,Tier 3 - All classes present,0.2329732915878836,0.7469552103985976,0.02007149801351879,130633,0.24695521039859758,0.7530447896014024,0.64004556967191,0.7937005259840998,1.0,0.10035749006759395,71.73045401431285
train,monchengladbach,monchengladbach_000000_018114,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\monchengladbach\monchengladbach_000000_018114_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\monchengladbach\monchengladbach_000000_018114_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\monchengladbach\monchengladbach_000000_018114_gtFine_instanceIds.png",5444,103849,10650,3,4,1,True,False,False,3,Tier 3 - All classes present,0.04538822607405184,0.8658195976422134,0.08879217628373477,119943,0.3658195976422134,0.6341804023577866,0.816531052496446,0.6299605249474366,1.0,0.44396088141867385,71.53235995050976
train,zurich,zurich_000039_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\zurich\zurich_000039_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000039_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000039_000019_gtFine_instanceIds.png",112132,116536,1051,12,7,2,True,False,False,3,Tier 3 - All classes present,0.48812679839281903,0.5072980467440655,0.004575154863115371,229719,0.1954248451368846,0.8045751548631154,0.4719191185742441,1.0,1.0,0.022875774315576854,71.45495862332982
train,tubingen,tubingen_000030_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\tubingen\tubingen_000030_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000030_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000030_000019_gtFine_instanceIds.png",2336,125741,18980,3,6,2,True,False,False,3,Tier 3 - All classes present,0.01588499697396248,0.8550494026125924,0.12906560041344511,147057,0.35504940261259244,0.6449505973874076,0.6158726897188344,0.9085602964160698,1.0,0.6453280020672255,71.1292490436385
val,frankfurt,frankfurt_000001_014741,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_014741_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_014741_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_014741_gtFine_instanceIds.png",24696,24328,1072,11,8,2,True,False,False,3,Tier 3 - All classes present,0.49297349089747683,0.48562759501756625,0.021398914084956883,50096,0.19297349089747684,0.8070265091025232,0.44298937775204056,1.0,1.0,0.10699457042478441,71.10571454878607
train,bremen,bremen_000102_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\bremen\bremen_000102_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000102_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000102_000019_gtFine_instanceIds.png",118125,18813,14189,24,9,1,True,False,False,3,Tier 3 - All classes present,0.7816273730041621,0.12448470491705652,0.09388792207878142,151127,0.48162737300416203,0.518372626995838,0.8559444893690945,0.7937005259840998,1.0,0.4694396103939071,70.66594570263737
train,stuttgart,stuttgart_000088_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\stuttgart\stuttgart_000088_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000088_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000088_000019_gtFine_instanceIds.png",33709,100758,2048,8,10,1,True,False,False,3,Tier 3 - All classes present,0.24692524630992932,0.7380727392594221,0.015002014430648646,136515,0.23807273925942204,0.7619272607405779,0.5894450397824619,0.7937005259840998,1.0,0.07501007215324322,70.44099987362469
train,hanover,hanover_000000_030346,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_030346_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_030346_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_030346_gtFine_instanceIds.png",14609,40400,1573,20,6,1,True,False,False,3,Tier 3 - All classes present,0.2581916510551059,0.7140079884062069,0.027800360538687216,56582,0.2140079884062069,0.7859920115937931,0.5398124634559534,0.7937005259840998,1.0,0.13900180269343607,70.23457127065899
val,frankfurt,frankfurt_000001_069633,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_069633_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_069633_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_069633_gtFine_instanceIds.png",48881,112620,1438,11,22,1,True,False,False,3,Tier 3 - All classes present,0.2999957039137346,0.69117890744389,0.008825388642375368,162939,0.19117890744389002,0.80882109255611,0.5239055051716431,0.7937005259840998,1.0,0.04412694321187684,70.19615146321459
train,tubingen,tubingen_000132_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\tubingen\tubingen_000132_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000132_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000132_000019_gtFine_instanceIds.png",8098,214776,15834,1,4,1,True,False,False,3,Tier 3 - All classes present,0.03392429244097391,0.8997436198200311,0.06633208773899492,238708,0.39974361982003115,0.6002563801799689,0.9320930236804702,0.43679023236814946,1.0,0.3316604386949746,70.18320159660996
train,stuttgart,stuttgart_000032_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\stuttgart\stuttgart_000032_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000032_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000032_000019_gtFine_instanceIds.png",8112,169984,8035,3,2,2,True,False,False,3,Tier 3 - All classes present,0.04358220822968769,0.9132492706749548,0.04316852109535757,186131,0.41324927067495476,0.5867507293250452,0.8670376189794112,0.6299605249474366,1.0,0.21584260547678785,70.00977864397964
val,frankfurt,frankfurt_000001_073911,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_073911_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_073911_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_073911_gtFine_instanceIds.png",5905,84385,8936,1,25,1,True,False,False,3,Tier 3 - All classes present,0.05951061213794771,0.8504323463608329,0.09005704150121945,99226,0.35043234636083287,0.6495676536391671,0.8080799924072154,0.5,1.0,0.4502852075060972,69.97653195531363
